Property Address,Property Name,Property Type,Building Status,Submarket Cluster,Submarket Name,City,State,Zip,County Name,Year Built,Number Of Stories,Year Renovated,Number Of Parking Spaces,Parking Ratio,RBA,Max Building Contiguous Space,Smallest Available Space,Total Available Space (SF),Direct Available Space,Direct Vacant Space,Sublet Available Space,Average Weighted Rent,Percent Leased,Office Space,Building Tax Expenses,Building Operating Expenses,Sublet Services,Direct Services,Leasing Company Name,Leasing Company City State Zip,Leasing Company Phone,Leasing Company Fax,Primary Agent Name,Property Manager Name,Developer Name,Owner Name,Features,Power,Ceiling Ht,Number Of Loading Docks,Drive Ins,Column Spacing,Sprinklers,Number Of Cranes,Construction Material,Rail Lines,Heating,Sewer,Water,Gas,PropertyID,Avg Rent-Direct (Industrial),Avg Rent-Sublet (Industrial),Building Park,Days On Market,Land Area (AC),Land Area (SF),LEED Certified,Latitude,Longitude,Operational Status,Rent/SF/Yr,Rent Type,Star Rating,Typical Floor Size,Zoning,Building Class,Energy Star,Property Location,Proposed Land Use,Rent
12215 Holly St,,Industrial,Existing,Inland Empire East,San Bernardino,Riverside,CA,92509,San Bernardino,2006,1,,325.0,0.27,750700,94692,94692,94692,0,0,94692,-,100.0,,2024 Tax @ $1.0446/sf,2024 Tax @ $1.0446/sf,,,,,,,,,CBRE Investors,Alere Property Group LLC,"Fenced Lot, Skylights, Yard",800a/277-480v 3p 4w,"32'0""",125.0,"4/12'0""w x 14'0""h",50'w x 52'd,ESFR,,Reinforced Concrete,,,,,,884900,,,Agua Mansa Gateway,0,40.0,1742400.0,,34.0320931,-117.3708483,,$6.59 - 8.06 (Est.),,5,750700,AM/SP,A,,,,8.06
3350 Horseless Carriage Dr,Building 3,Industrial,Existing,Inland Empire East,Corona/Eastvale,Norco,CA,92860,Riverside,2019,1,,123.0,1.39,87930,87930,87930,87930,87930,87930,0,-,0.0,,2023 Tax @ $3.1250/sf,2023 Tax @ $3.1250/sf,,Triple Net,Lee & Associates,,9512763632.0,,Herrick Johnson,,CapRock Partners,Alere Property Group LLC,Skylights,2000a/277-480v 3p,"30'0""",8.0,2,,ESFR,,Reinforced Concrete,,,,,,10600023,,,Saddle Ranch Business Center,0,4.77,207781.0,,33.9297426,-117.5642335,,$8.74 - 10.68 (Est.),,4,87930,M-1,A,,,,10.68
1780 Industrial Dr,,Industrial,Existing,San Joaquin County,SE Stockton,Stockton,CA,95206,San Joaquin,2009,1,,70.0,0.63,111160,111160,111160,111160,111160,111160,0,-,0.0,1857.0,2024 Tax @ $0.5262/sf,2024 Tax @ $0.5262/sf,,,Colliers,,2094755106.0,,Michael Goldstein,,,Lowenberg Corporation,"Fenced Lot, Skylights, Common Parts WC Facilities",2000a/277-480v 3p,"32'0""",20.0,"3/12'0""w x 14'0""h",46'w x 49'd,ESFR,,Reinforced Concrete,,,City,City,Yes,6536002,,,Massie Industrial Park,606,6.43,280091.0,,37.9106854,-121.2521151,,$5.09 - 6.22 (Est.),,4,111160,I-G,A,,Between Airport Way & B St. South Side of Rd.,,6.22
5441 International Blvd,Bridge Point Oakland,Industrial,Existing,Oakland,Oakland,Oakland,CA,94601,Alameda,2023,1,,219.0,0.41,534242,534242,200000,534242,534242,534242,0,-,0.0,10000.0,2024 Tax @ $3.7202/sf,2024 Tax @ $3.7202/sf,,,CBRE,,5108741939.0,,Kevin Hatcher,,Bridge Industrial,Bridge Industrial,"24 Hour Access, Fenced Lot, Front Loading, Mezzanine, Security System, Signage, Yard, Storage Space, Monument Signage",Heavy,"36'0""",85.0,1,50'w x 56'd,ESFR,,Reinforced Concrete,,,City,City,,11005526,,,,0,24.0,1045440.0,,37.765823,-122.2054648,,$11.01 - 13.46 (Est.),,5,534242,IG/S-19 CN-3,A,,,,13.46
3690 Jurupa St,CA Commer Ctr IV Bldg 2,Industrial,Existing,Inland Empire West,Airport Area,Ontario,CA,91761,San Bernardino,2000,1,,,0.0,115000,115000,115000,115000,115000,115000,0,-,0.0,,2024 Tax @ $0.5252/sf,2024 Tax @ $0.5252/sf,,,Majestic Realty Co.,,5629484315.0,,Trent Wylde,,Majestic Realty Co.,Majestic Realty Co.,Fenced Lot,800a/277-480v 3p 3w,"28'0""",30.0,"2/12'0""w x 14'0""h",,ESFR,,Reinforced Concrete,,,City,City,,526910,,,Majestic Airport Center,0,6.22,270943.0,,34.0475798,-117.5710426,,$10.11 - 12.35 (Est.),,4,115000,I,A,,,,12.35
3550 E Jurupa St,CA Commerce Center IV Bldg 1,Industrial,Existing,Inland Empire West,Airport Area,Ontario,CA,91761,San Bernardino,2000,2,,106.0,0.45,239373,99840,99840,99840,99840,99840,0,-,58.29,,2024 Tax @ $0.5092/sf,2024 Tax @ $0.5092/sf,,,Majestic Realty Co.,,5629484315.0,,Trent Wylde,,Majestic Realty Co.,Majestic Realty Co.,"Fenced Lot, Mezzanine, Signage, Reception",1000-1200a/277-480v 3p 3w,"30'0""",26.0,"1/12'0""w x 14'0""h",50'w x 52'd,ESFR,,Masonry,,Yes,City,City,Natural,526876,,,Majestic Airport Center,0,12.08,526205.0,,34.047567,-117.573683,,$7.84 - 9.59 (Est.),,4,119687,SP,A,,,,9.59
458-486 E Lambert Rd,Fullerton Distribution Center,Industrial,Existing,North County,Fullerton,Fullerton,CA,92835,Orange,1974,1,1999.0,470.0,1.16,406260,244800,72000,244800,244800,244800,0,-,39.74,19844.0,2024 Tax @ $4.3200/sf,2024 Tax @ $4.3200/sf,,Triple Net,CBRE,,7143719233.0,,Ben Seybold,,,Ares Management Corp,"Fenced Lot, Skylights, Yard, Air Conditioning",3000-4000a/277-480v 3p 4w,"30'0""",50.0,"6/12'0""w x 14'0""h",,ESFR,,Reinforced Concrete,Southern Pacific Railroad,Yes,City,City,,285956,,,,0,18.57,808909.0,,33.923454,-117.926499,,$11.50 - 14.06 (Est.),,4,406260,M,B,,,,14.06
3600 Leckron Rd,Warehouse # 138,Industrial,Existing,Stanislaus County,Modesto,Modesto,CA,95357,Stanislaus,1999,1,,20.0,0.09,229474,218000,218000,218000,218000,218000,0,-,5.0,,2024 Tax @ $0.3583/sf,2024 Tax @ $0.3583/sf,,,Beard Land Improvement Co,,2095572710.0,,Chris Conklin,,,Beard Land Improvement Co,"Fenced Lot, Signage, Skylights, Yard, Air Conditioning",800a,"35'0""",22.0,"19/12'0""w x 14'0""h",,ESFR,,Reinforced Concrete,,,,,,7133217,,,,0,10.43,454331.0,,37.6278268,-120.9285309,,$3.98 - 4.87 (Est.),,4,218000,M,A,,,,4.87
12935 Leffingwell Ave,Bldg D,Industrial,Existing,Mid-Cities,Santa Fe Springs/La Mirada,Santa Fe Springs,CA,90670,Los Angeles,1999,1,,200.0,0.67,290968,214503,82080,214503,214503,82080,0,-,71.79,,2024 Tax @ $0.8365/sf,2024 Tax @ $0.8365/sf,,,Colliers,,9497245543.0,,Clyde Stauff,The Orden Company,The Orden Company,The Orden Company,"Fenced Lot, Property Manager on Site, Skylights, Yard",1000-4000a/277-480v 3p 4w,"32'0""",36.0,"1/12'0""w x 14'0""h",54'w x 50'd,ESFR,,Reinforced Concrete,Burlington Northern Santa Fe,,Yes,Yes,,777074,,,Golden Springs Business Park,0,13.95,607662.0,,33.9119093,-118.0522166,,$8.15 - 9.96 (Est.),,4,290968,M2,A,,,,9.96
14337 Limonite Ave,Bldg 4,Industrial,Existing,Inland Empire East,Corona/Eastvale,Eastvale,CA,92880,Riverside,2022,1,,135.0,0.83,161120,161120,161120,161120,161120,0,0,-,100.0,7235.0,2023 Tax @ $5.2579/sf,2023 Tax @ $5.2579/sf,,,,,,,,,Dermody,"Rexford Industrial Realty, Inc.",,3000a/277v,"32'0""",21.0,2,,ESFR,,,,,,,,11820954,,,The Merge West at Eastvale,0,7.9,344124.0,,33.9745036,-117.5994701,,$8.86 - 10.83 (Est.),,4,161120,M2,A,,,,10.83
2415 N Locust Ave,Rialto Commerce Center,Industrial,Existing,Inland Empire East,San Bernardino,Rialto,CA,92377,San Bernardino,2015,1,,235.0,0.45,609888,609888,207974,609888,609888,609888,0,-,0.0,9463.0,2024 Tax @ $1.0972/sf,2024 Tax @ $1.0972/sf,,,DAUM Commercial Real Estate Services,,9092341170.0,,Steve Haston,,CapRock Partners,New York Life Investments,Energy Star Labeled,1000a/277-480v 3p,"32'0""",83.0,2,50'w x 52'd,ESFR,,Reinforced Concrete,,,,,,9504373,,,,0,26.55,1156518.0,,34.1466786,-117.4080389,,$6.77 - 8.27 (Est.),,5,609888,,A,,,,8.27
4647 Logistics Dr,Newcastle 1,Industrial,Existing,San Joaquin County,SE Stockton,Stockton,CA,95215,San Joaquin,2009,1,,955.0,0.71,750560,707561,297561,707561,707561,707561,0,-,5.73,49200.0,2024 Tax @ $1.9671/sf,2024 Tax @ $1.9671/sf,,,JLL,,9164476300.0,,John Fondale,,,Ares Management Corp,,4000a/277-480v,"36'0""",134.0,2,58'w x 50'd,ESFR,,Metal,,,,,,7380871,,,Newcastle Logistics Center I,0,52.76,2298226.0,,37.9114963,-121.1974583,,$4.59 - 5.61 (Est.),,4,750560,IL,B,,,,5.61
2885 Loker Ave E,,Flex,Existing,I-5 Corridor,Carlsbad,Carlsbad,CA,92010,San Diego,1999,2,,203.0,2.23,91167,91167,16252,91167,91167,0,0,-,100.0,28479.0,2024 Tax @ $1.2233/sf,2024 Tax @ $1.2233/sf,,,,,,,,"Randall International, LP",,W.P. Carey Inc.,,2000a/270-480v 3p 4w,"26'0""",6.0,"3/12'0""w x 12'0""h",,ESFR,,Reinforced Concrete,,Yes,City,City,,789417,,,,0,5.7,248292.0,,33.1310434,-117.2489345,,$14.10 - 17.23 (Est.),,4,45584,I-7,A,,,,17.23
7425 Lone Tree Rd,Metro Air Park - Building 10,Industrial,Existing,Sacramento County,Natomas/Northgate,Sacramento,CA,95836,Sacramento,2024,1,,95.0,0.7,135180,135180,27000,135180,135180,135180,0,-,0.0,,2024 Tax @ $1.4903/sf,2024 Tax @ $1.4903/sf,,,CBRE,,9167814810.0,,Zac Sweet,,,Buzz Oates,Skylights,2000a/277-480v,"32'0""",30.0,"4/12'0""w x 14'0""h",52'w x 55'd,ESFR,,Reinforced Concrete,,,Yes,City,Natural,12402231,,,,0,7.34,319730.0,,38.7055343,-121.5592845,,$7.91 - 9.66 (Est.),,4,135180,SPA,A,,,,9.66
2325 W Louise Ave,,Industrial,Existing,San Joaquin County,Manteca,Manteca,CA,95337,San Joaquin,2018,1,,779.0,1.38,565580,565580,565500,565580,0,0,565580,-,100.0,,2024 Tax @ $1.1729/sf,2024 Tax @ $1.1729/sf,,,,,,,,Mapletree Real Estate Advisors Pte. Ltd,Exeter Property Group,CSC,"24 Hour Access, Storage Space",4000a/480v,"36'0""",155.0,"4/12'0""w x 14'0""h",,Yes,,Reinforced Concrete,Union Pacific Railroad,,Yes,Yes,,10708004,,,Pacific Business Center,0,56.99,2482484.0,,37.8164092,-121.2599024,,$5.90 - 7.22 (Est.),,4,565580,M2,A,,,,7.22
2725 Low Ct,Fairfield Industrial Center,Industrial,Existing,Solano County,Fairfield,Fairfield,CA,94534,Solano,2023,1,,,,205223,205223,50000,205223,205223,205223,0,-,0.0,,2024 Tax @ $0.4252/sf,2024 Tax @ $0.4252/sf,,,CBRE,,5108741939.0,,Kevin Hatcher,,,,"Skylights, LEED Certified",2500a/277-480v,"36'0""",32.0,"2/12'0""w x 14'0""h",56'w x 47'd,ESFR,,Reinforced Concrete,,,City,City,,12639266,,,,0,11.62,506167.0,LEED Certified,38.2351246,-122.0855985,,$7.88 - 9.63 (Est.),,4,205223,LTD Ind,A,,,,9.63
18001 Main St,,Industrial,Under Construction,South Bay,West Rancho Dominguez,Carson,CA,90746,Los Angeles,2025,2,,70.0,1.16,60558,60558,60558,60558,60558,0,0,-,0.0,8000.0,2024 Tax @ $1.8111/sf,2024 Tax @ $1.8111/sf,,,,,,,,,Fullmer Construction,Lit 9th St 18001 South Main Lp,24 Hour Access,1200a/277-480v 3p 4w,"32'0""",6.0,1,,ESFR,,Masonry,,,,,,20333316,,,,0,2.53,110207.0,,33.8674763,-118.2763568,,$11.51 - 14.07 (Est.),,4,30279,CAMH,A,,,,14.07
212 Markham St,,Industrial,Existing,Inland Empire East,Moreno Valley/Perris,Perris,CA,92571,Riverside,2019,1,,73.0,0.91,80527,80527,80527,80527,80527,0,0,-,100.0,2262.0,2024 Tax @ $2.7024/sf,2024 Tax @ $2.7024/sf,,,Colliers,,9497245504.0,,Chris DeVries,,IDI Logistics,Goldman Sachs Asset Management,Mezzanine,1200a/277-480v,"30'0""",10.0,"2/12'0""w x 14'0""h",,ESFR,,Reinforced Concrete,,,,,,861536,,,,205,4.1,178596.0,,33.8522147,-117.2281486,,$7.79 - 9.52 (Est.),,4,80527,LI,A,,Perris Blvd & Markham St,,9.52
1464 W Merrill Ave,,Industrial,Existing,Inland Empire East,San Bernardino,Rialto,CA,92376,San Bernardino,2005,1,,115.0,0.26,436650,436650,436000,436650,436650,436650,0,-,0.0,4800.0,2024 Tax @ $1.5829/sf,2024 Tax @ $1.5829/sf,,,,,,,,,Fullmer Construction,Mapletree Investments Pte Ltd,"Fenced Lot, Car Charging Station",2000a/277-480v 3p,"32'0""",57.0,"4/12'0""w x 14'0""h",50'w x 50'd,ESFR,,Reinforced Concrete,Burlington Northern Santa Fe,,,,,758978,,,,0,18.74,816314.0,,34.0943937,-117.4000071,,$5.66 - 6.92 (Est.),,4,436650,M-2; Rialto,A,,Merrill & Cedar,,6.92
7255 Metro Air Pky,Building 16,Industrial,Under Construction,Sacramento County,Natomas/Northgate,Sacramento,CA,95837,Sacramento,2025,1,,132.0,1.39,95099,95099,15850,95099,95099,0,0,-,0.0,,2024 Tax @ $4.0169/sf,2024 Tax @ $4.0169/sf,,,,,,,,,,Buzz Oates,,2000a/277-480v,"28'0""",24.0,"6/12'0""w x 14'0""h",52'w x 45'd,ESFR,,Masonry,,,,,,13790683,,,Skyking Advanced Industries Center,0,6.6,287496.0,,38.687109,-121.570365,,$7.75 - 9.47 (Est.),,4,95099,SPA,A,,,,9.47
7810 Metro Air Pky,,Industrial,Existing,Sacramento County,Natomas/Northgate,Sacramento,CA,95837,Sacramento,2023,1,,204.0,0.6,339817,339817,85000,339817,0,0,339817,-,100.0,,2024 Tax @ $2.3192/sf,2024 Tax @ $2.3192/sf,,,CBRE,,9167814810.0,,Zac Sweet,,,Buzz Oates,Skylights,3000a/277-480v,"36'0""",56.0,"4/12'0""w x 14'0""h",50'w x 56'd,ESFR,,Reinforced Concrete,,,,,,11492816,,,Metro Air Park,0,17.88,778853.0,,38.7061602,-121.5629233,,$8.26 - 10.09 (Est.),,4,339817,SPA,A,,,,10.09
1020 Mildred St,Bldg D,Industrial,Existing,Inland Empire West,Airport Area,Ontario,CA,91761,San Bernardino,2018,1,,112.0,1.54,72849,72849,72849,72849,72849,72849,0,-,,5166.0,2024 Tax @ $5.0058/sf,2024 Tax @ $5.0058/sf,,,Voit Real Estate Services,,9095458018.0,,Christian Emerson,,Boatman Development,Staley Point Capital,"Signage, Air Conditioning",800a/277-480v 3p 4w,"28'0""",11.0,"2/12'0""w x 14'0""h",,ESFR,,Reinforced Concrete,,,,,,9426329,,,Mission Grove Business Park,64,4.29,186872.0,,34.0528988,-117.6254343,,$8.99 - 10.98 (Est.),,4,72849,IG,A,,,,10.98
1089 E Mill St,Gateway North #2,Industrial,Existing,Inland Empire East,San Bernardino,San Bernardino,CA,92408,San Bernardino,2006,1,,281.0,0.56,404725,404725,404725,404725,404725,404725,0,-,0.0,,2024 Tax @ $1.5442/sf,2024 Tax @ $1.5442/sf,,,,,,,,,Hillwood,Mapletree Investments Pte Ltd,"24 Hour Access, Fenced Lot, Security System, Signage, Skylights, Yard, Fluorescent Lighting",Heavy,"30'0""",102.0,2,50'w x 52'd,ESFR,,Reinforced Concrete,,,,,,1591523,,,AllianceCalifornia,0,19.29,840272.0,,34.090075,-117.2638933,,$6.94 - 8.49 (Est.),,4,404725,IL,A,,,,8.49
7380 Morton Ave,Bldg. 4,Industrial,Existing,880 Corridor,Newark,Newark,CA,94560,Alameda,2020,1,,254.0,1.12,225679,225679,225679,225679,0,0,225679,-,100.0,,2024 Tax @ $3.7148/sf,2024 Tax @ $3.7148/sf,,,Cushman & Wakefield,,5108915817.0,,John McManus,,Overton Moore Properties,Terreno Realty,"Cooler, Fenced Lot, Skylights, Storage Space",4000a,"32'0""",35.0,2,,ESFR,,,,,,,,10763077,,,Morton Commerce Center,0,12.75,555390.0,,37.5192591,-122.0322709,,$9.19 - 11.23 (Est.),,4,112840,LI,A,,,,11.23
17995 Murphy Pky,Crossroads Commerce Center,Industrial,Existing,San Joaquin County,Lathrop,Lathrop,CA,95330,San Joaquin,2001,1,,7.0,0.9,119024,119024,30000,119024,119024,119024,0,-,0.0,,2024 Tax @ $2.4022/sf,2024 Tax @ $2.4022/sf,,,,,,,,Catlin Properties,Catlin Properties,Dalfen Industrial,,1600a/480v 3p,"26'0""",20.0,"4/12'0""w x 16'0""h",48'w x 56'd,ESFR,,Reinforced Concrete,,,,,,477482,,,Crossroads Commerce Ctr,240,6.31,274864.0,,37.803609,-121.293261,,$4.97 - 6.08 (Est.),,4,119024,IG,A,,,,6.08
675 W Nance St,,Industrial,Existing,Inland Empire East,Moreno Valley/Perris,Perris,CA,92571,Riverside,2024,1,,464.0,0.4,110529,61444,61444,61444,61444,0,0,-,100.0,,2024 Tax @ $1.5989/sf,2024 Tax @ $1.5989/sf,,,,,,,,,,Phelan Development Company,Skylights,1200a,"30'0""",9.0,1,50'w x 52'd,ESFR,,,,,,,,13816467,,,,0,5.13,223463.0,,33.8547151,-117.2431666,,$7.64 - 9.34 (Est.),,4,110529,GI,A,,,,9.34
4601 Newcastle Rd,Prologis Park Stockton 10,Industrial,Existing,San Joaquin County,SE Stockton,Stockton,CA,95215,San Joaquin,2018,1,,251.0,0.52,388183,388183,388183,388183,388183,388183,0,-,0.0,23534.0,2024 Tax @ $1.3242/sf,2024 Tax @ $1.3242/sf,,,Cushman & Wakefield,,2094253950.0,,Kevin Dal Porto,"Prologis, Inc.",,"Prologis, Inc.","Storage Space, Air Conditioning",2500a/277-480v 3p,"36'0""",94.0,"4/12'0""w x 14'0""h",,ESFR,,Reinforced Concrete,,,,,,10315135,,,,0,18.9,823284.0,,37.9115152,-121.2044735,,$5.42 - 6.63 (Est.),,4,388183,IL,A,,,,6.63
4733 Newcastle Rd,Prologis Park Stockton 11,Industrial,Existing,San Joaquin County,SE Stockton,Stockton,CA,95215,San Joaquin,2018,1,,192.0,0.75,186944,186944,186944,186944,186944,186944,0,-,0.0,,2024 Tax @ $1.3371/sf,2024 Tax @ $1.3371/sf,,,Cushman & Wakefield,,2094253980.0,,Tyson Vallenari,"Prologis, Inc.",,"Prologis, Inc.",,1600a/277-480v 3p,"32'0""",30.0,"2/12'0""w x 14'0""h",52'w x 50'd,ESFR,,Reinforced Concrete,,,,,,10315172,,,,0,10.29,448232.0,,37.9075455,-121.2035393,,$5.45 - 6.66 (Est.),,4,186944,IL,A,,,,6.66
9999 Niblick Dr,,Industrial,Existing,Placer County,Roseville/Rocklin,Roseville,CA,95678,Placer,1989,1,,232.0,0.55,422576,422576,422576,422576,0,0,422576,-,100.0,19920.0,2024 Tax @ $1.3938/sf,2024 Tax @ $1.3938/sf,,,,,,,,,,Ot Sm Owner D Llc,"Cooler, Fenced Lot, Mezzanine, Skylights",3000a/480v 3p,"32'0""",77.0,"16/12'0""w x 14'0""h",40'w x 40'd,Yes,,Reinforced Concrete,,,,,,337663,,,,0,41.5,1807740.0,,38.7931406,-121.3100527,,$7.17 - 8.77 (Est.),,4,422576,,A,,Roseville,,8.77
20846 Normandie Ave,Bridge Point South Bay II,Industrial,Existing,South Bay,Torrance,Torrance,CA,90502,Los Angeles,2023,1,,233.0,1.07,203877,203877,203877,203877,203877,203877,0,-,0.0,10000.0,2024 Tax @ $1.4245/sf,2024 Tax @ $1.4245/sf,,,Newmark,,3104912061.0,,Danny Williams,,Bridge Industrial,Bridge Industrial,"Fenced Lot, Mezzanine, Skylights, LEED Certified - Gold",4000a/277-480v 3p 4w,"32'0""",21.0,2,52'w x 50'd,ESFR,,,,,,,,12601322,,,,0,8.98,391169.0,LEED Certified - Gold,33.8412235,-118.2980468,,$12.20 - 14.91 (Est.),,5,203877,LCM2,A,,,,14.91
13941 Norton Ave,,Industrial,Existing,Inland Empire West,Chino/Chino Hills,Chino,CA,91710,San Bernardino,1978,1,1982.0,50.0,1.0,101640,70980,70980,70980,70980,70980,0,-,30.17,,2024 Tax @ $0.4299/sf,2024 Tax @ $0.4299/sf,,,Lee & Associates,,5625682034.0,,John Espinosa,,,Sieroty Company Inc.,"Fenced Lot, Skylights, Air Conditioning",1000a/277-480v 3p 4w,"26'0""",25.0,"4/14'0""w x 14'0""h",,Wet,,Masonry,,Yes,Yes,Yes,,199574,,,Majestic Spectrum,0,4.75,206910.0,,34.000383,-117.709758,,$11.23 - 13.73 (Est.),,4,101640,"M1, Chino",A,,,,13.73
520 E Orange Show Rd,,Industrial,Existing,Inland Empire East,San Bernardino,San Bernardino,CA,92408,San Bernardino,2018,1,,281.0,0.88,318989,318989,318989,318989,318989,318989,0,-,0.0,,2024 Tax @ $1.6060/sf,2024 Tax @ $1.6060/sf,,,Colliers,,9099376342.0,,Kevin McKenna,,Western Realco,"Prologis, Inc.","Skylights, Energy Star Labeled",2000a/480v,"32'0""",40.0,"2/12'0""w x 14'0""h",52'w x 50'd,ESFR,,Reinforced Concrete,,,,,,9907101,,,,0,14.262786,621287.0,,34.0808963,-117.274369,,$7.12 - 8.71 (Est.),,4,318989,0101 -,A,,,,8.71
1050 E Orange Show Rd,,Industrial,Existing,Inland Empire East,San Bernardino,San Bernardino,CA,92408,San Bernardino,2008,1,,198.0,1.14,211400,211400,211400,211400,211400,211400,0,-,0.0,4200.0,2024 Tax @ $1.0448/sf,2024 Tax @ $1.0448/sf,,Triple Net,Colliers,,9096122617.0,,Steve Bellitti,,Investment Building Group,UBS,"Fenced Lot, Skylights",4000a/277-480v 3p,"32'0""",38.0,"2/12'0""w x 14'0""h",50'w x 56'd,ESFR,,Reinforced Concrete,,,,,,1357539,,,,0,10.46,455638.0,,34.078735,-117.2619102,,$5.10 - 6.24 (Est.),,5,211400,IH,A,,,,6.24
7310 Otay Crossing Ct,Lot 16,Industrial,Existing,South Bay,Otay Mesa,San Diego,CA,92154,San Diego,2024,1,,100.0,0.9,110825,110825,110825,110825,110825,110825,0,-,0.0,6000.0,2024 Tax @ $1.7797/sf,2024 Tax @ $1.7797/sf,,,Colliers,,8586775361.0,,"Mark Lewkowitz, SIOR",,"TFW Construction, Inc.",Phelan Development Company,Security System,3000a,"32'0""",11.0,2,52'w,ESFR,,,,,,,,13021942,,,,21,5.85,254826.0,,32.562334,-116.9181814,,$8.87 - 10.84 (Est.),,4,110825,,A,,,,10.84
400 Park Center Dr,Central Valley Logistics Center,Industrial,Existing,Stanislaus County,Patterson,Patterson,CA,95363,Stanislaus,2018,1,,619.0,0.52,712130,356065,178032,356065,356065,356065,0,-,50.0,3436.0,2024 Tax @ $1.4079/sf,2024 Tax @ $1.4079/sf,,,JLL,,5102855360.0,,Jason Ovadia,Westcore,Keystone Corporation,Westcore,Skylights,4000a/277-480v,"36'0""",112.0,"4/12'0""w x 14'0""h",56'w x 60'd,ESFR,,Reinforced Concrete,,,,,,9126285,,,Keystone Pacific Business Park,0,34.56,1505434.0,,37.4721797,-121.1617012,,$6.33 - 7.73 (Est.),,5,712130,LI,A,,,,7.73
155 Parr Blvd,,Industrial,Existing,80 Corridor,Richmond/San Pablo,Richmond,CA,94801,Contra Costa,2024,1,,159.0,1.0,121733,121733,49200,121733,121733,121733,0,-,0.0,8000.0,2024 Tax @ $3.1165/sf,2024 Tax @ $3.1165/sf,,Triple Net,Cushman & Wakefield,,4154512436.0,,Trevor Buck,,Scannell Properties,Scannell Properties,Car Charging Station,4000a/277-480v 3p,"32'0""",21.0,"2/12'0""w x 14'0""h",52'w x 54'd,ESFR,,Reinforced Concrete,,Yes,Yes,Yes,Yes,10534690,,,Scannell Industrial Center,443,8.65,376794.0,,37.9682134,-122.3727,,$13.46 - 16.45 (Est.),,4,121733,P-1,A,,,,16.45
5 Pasteur,Mossimo,Industrial,Existing,South County,Irvine Spectrum,Irvine,CA,92618,Orange,1997,1,,164.0,1.0,164000,164000,164000,164000,164000,0,0,-,100.0,3000.0,2024 Tax @ $0.9191/sf,2024 Tax @ $0.9191/sf,,,Irvine Company Office Properties,,9497202550.0,,Office Leasing,Irvine Company Office Properties,The Irvine Company,The Irvine Company,Fenced Lot,400-1200a/277-480v 3p,"30'0""",12.0,"3/10'0""w x 10'0""h",,ESFR,,Masonry,,Yes,City,City,,289837,,,,0,13.85,603306.0,,33.654319,-117.762904,,$10.82 - 13.22 (Est.),,4,164000,,A,,,,13.22
4400 Patterson Ave,Patterson Commerce Center,Industrial,Existing,Inland Empire East,Moreno Valley/Perris,Perris,CA,92571,Riverside,2024,1,,204.0,0.56,259951,259951,259951,259951,259951,0,0,-,0.0,,2023 Tax @ $0.5069/sf,2023 Tax @ $0.5069/sf,,,,,,,,,Rockefeller Group,Rockefeller Group,Skylights,2000-4000a/277-480v,"36'0""",37.0,2,56'w x 60'd,ESFR,,Reinforced Concrete,,,,,,17721273,,,,78,15.07,656449.0,,33.854964,-117.254573,,$7.40 - 9.05 (Est.),,5,259951,I,A,,,,9.05
834 Performance Dr,Area 2: Building A,Industrial,Existing,San Joaquin County,SE Stockton,Stockton,CA,95206,San Joaquin,2007,1,,123.0,0.74,165474,165474,165474,165474,165474,165474,0,-,0.0,474.0,2024 Tax @ $0.5846/sf,2024 Tax @ $0.5846/sf,,,Colliers,,2094755106.0,,Michael Goldstein,,Panattoni,Debrah Shaver,"Skylights, Air Conditioning",2000a/277-480v 3p,"30'0""",34.0,"5/12'0""w x 16'0""h",50'w x 60'd,ESFR,,Reinforced Concrete,,,City,City,,703626,,,Performance Logistics Center,318,10.16,442570.0,,37.897883,-121.265557,,$6.38 - 7.80 (Est.),,5,165474,I-G,A,,,,7.8
3800 E Philadelphia St,Bldg 3,Industrial,Existing,Inland Empire West,Airport Area,Ontario,CA,91761,San Bernardino,2000,1,,237.0,0.8,248738,248738,248738,248738,248738,248738,0,-,0.0,5893.0,2024 Tax @ $0.6918/sf,2024 Tax @ $0.6918/sf,,Triple Net,Cushman & Wakefield,,9099424640.0,,Charles Belden,IDS  Real Estate Group,,NewTower Trust Company,"Fenced Lot, Security System, Skylights",2000a/277-480v 3p,"32'0""",27.0,"2/12'0""w x 14'0""h",60'w x 52'd,ESFR,,Reinforced Concrete,,,,,,399546,,,Haven Gateway,0,11.57,503989.0,,34.0324172,-117.5689796,,$9.10 - 11.12 (Est.),,4,248738,SP,A,Energy Star,,,11.12
5491 E Philadelphia St,Bldg C,Industrial,Existing,Inland Empire West,Airport Area,Ontario,CA,91761,San Bernardino,1994,1,,133.0,1.0,325524,325524,325524,325524,325524,0,0,-,100.0,,2024 Tax @ $0.4509/sf,2024 Tax @ $0.4509/sf,,,"Realty Advisory Group, Inc.",,2138928881.0,,Anthony Dedeaux,,,Diep Borrower Llc,"Fenced Lot, Skylights, Air Conditioning",1200a/277-480v,"30'0""",50.0,"2/12'0""w x 10'0""h",,ESFR,,Reinforced Concrete,Union Pacific Railroad,Yes,,,,200001,,,Dedeaux IE Park,0,14.2,618552.0,,34.035435,-117.53413,,$7.56 - 9.24 (Est.),,4,325524,M2,A,,,,9.24
